iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,total_vaccinations
USA,North America,United States,2022-04-08,79622427.0,42256.0,27463.0,979909.0,944.0,572334934.0
USA,North America,United States,2022-04-09,79656233.0,33806.0,26569.143,980432.0,523.0,572675631.0
USA,North America,United States,2022-04-10,79698834.0,42601.0,28741.714,981321.0,889.0,572873567.0
USA,North America,United States,2022-04-11,79712887.0,14053.0,29081.143,981462.0,141.0,573458160.0
USA,North America,United States,2022-04-12,79730201.0,17314.0,30047.714,981531.0,69.0,574077837.0
USA,North America,United States,2022-04-13,79764772.0,34571.0,31139.286,981854.0,323.0,574665109.0
USA,North America,United States,2022-04-14,79793561.0,28789.0,30484.286,982587.0,733.0,575259095.0
USA,North America,United States,2022-04-15,79839710.0,46149.0,31040.429,983190.0,603.0,575831815.0
USA,North America,United States,2022-04-16,79902418.0,62708.0,35169.286,983900.0,710.0,576093696.0
USA,North America,United States,2022-04-17,79946773.0,44355.0,35419.857,984444.0,544.0,576154035.0
USA,North America,United States,2022-04-18,79963590.0,16817.0,35814.714,984493.0,49.0,576672592.0
USA,North America,United States,2022-04-19,79982357.0,18767.0,36022.286,984550.0,57.0,577218954.0
USA,North America,United States,2022-04-20,80018360.0,36003.0,36226.857,984916.0,366.0,577760073.0
USA,North America,United States,2022-04-21,80071778.0,53418.0,39745.286,985343.0,427.0,578270013.0
USA,North America,United States,2022-04-22,80129186.0,57408.0,41353.714,985890.0,547.0,578770952.0
USA,North America,United States,2022-04-23,80178695.0,49509.0,39468.143,986545.0,655.0,579033551.0
USA,North America,United States,2022-04-24,80247494.0,68799.0,42960.143,986887.0,342.0,579168878.0
USA,North America,United States,2022-04-25,80270952.0,23458.0,43908.857,986959.0,72.0,579600242.0
USA,North America,United States,2022-04-26,80292055.0,21103.0,44242.571,987020.0,61.0,580060602.0
USA,North America,United States,2022-04-27,80341913.0,49858.0,46221.857,987237.0,217.0,580540100.0
USA,North America,United States,2022-04-28,80406327.0,64414.0,47792.714,987621.0,384.0,581023825.0
USA,North America,United States,2022-04-29,80483472.0,77145.0,50612.286,988350.0,729.0,581539600.0
USA,North America,United States,2022-04-30,80545387.0,61915.0,52384.571,988638.0,288.0,581783713.0
USA,North America,United States,2022-05-01,80626043.0,80656.0,54078.429,989129.0,491.0,581919681.0
USA,North America,United States,2022-05-02,80651982.0,25939.0,54432.857,989219.0,90.0,582315552.0
USA,North America,United States,2022-05-03,80678756.0,26774.0,55243.0,989352.0,133.0,582739552.0
USA,North America,United States,2022-05-04,80742856.0,64100.0,57277.571,989532.0,180.0,583160801.0
USA,North America,United States,2022-05-05,80815422.0,72566.0,58442.143,990180.0,648.0,583576543.0
USA,North America,United States,2022-05-06,80915959.0,100537.0,61783.857,990984.0,804.0,584035348.0
USA,North America,United States,2022-05-07,80995969.0,80010.0,64368.857,991284.0,300.0,584244023.0
USA,North America,United States,2022-05-08,81091701.0,95732.0,66522.571,991770.0,486.0,584335868.0
USA,North America,United States,2022-05-09,81119219.0,27518.0,66748.143,991831.0,61.0,584728938.0
USA,North America,United States,2022-05-10,81150972.0,31753.0,67459.429,991894.0,63.0,585154570.0
USA,North America,United States,2022-05-11,81251954.0,100982.0,72728.286,992083.0,189.0,585581924.0
USA,North America,United States,2022-05-12,81352203.0,100249.0,76683.0,992476.0,393.0,586019350.0
USA,North America,United States,2022-05-13,81479998.0,127795.0,80577.0,993042.0,566.0,586495861.0
USA,North America,United States,2022-05-14,81578703.0,98705.0,83247.714,993304.0,262.0,586736540.0
USA,North America,United States,2022-05-15,81696656.0,117953.0,86422.143,993736.0,432.0,586868879.0
USA,North America,United States,2022-05-16,81725755.0,29099.0,86648.0,993815.0,79.0,587259055.0
USA,North America,United States,2022-05-17,81771982.0,46227.0,88715.714,993881.0,66.0,587672895.0
USA,North America,United States,2022-05-18,81895377.0,123395.0,91917.571,994112.0,231.0,588096717.0
USA,North America,United States,2022-05-19,82024991.0,129614.0,96112.571,994480.0,368.0,588541157.0
USA,North America,United States,2022-05-20,82171411.0,146420.0,98773.286,995086.0,606.0,589057321.0
USA,North America,United States,2022-05-21,82281141.0,109730.0,100348.286,995338.0,252.0,589329090.0
USA,North America,United States,2022-05-22,82431151.0,150010.0,104927.857,995817.0,479.0,589484297.0
USA,North America,United States,2022-05-23,82467557.0,36406.0,105971.714,995914.0,97.0,589924879.0
USA,North America,United States,2022-05-24,82512436.0,44879.0,105779.143,995981.0,67.0,590356351.0
USA,North America,United States,2022-05-25,82623309.0,110873.0,103990.286,996369.0,388.0,590775585.0
USA,North America,United States,2022-05-26,82756651.0,133342.0,104522.857,996840.0,471.0,591181774.0
USA,North America,United States,2022-05-27,82910567.0,153916.0,105593.714,997539.0,699.0,591631967.0
USA,North America,United States,2022-05-28,83023741.0,113174.0,106085.714,997866.0,327.0,591834559.0
USA,North America,United States,2022-05-29,83171871.0,148130.0,105817.143,998446.0,580.0,591947905.0
USA,North America,United States,2022-05-30,83207922.0,36051.0,105766.429,998533.0,87.0,591980089.0
USA,North America,United States,2022-05-31,83243387.0,35465.0,104421.571,998591.0,58.0,592358585.0
USA,North America,United States,2022-06-01,83298912.0,55525.0,96514.714,998669.0,78.0,592733766.0
USA,North America,United States,2022-06-02,83454894.0,155982.0,99749.0,999035.0,366.0,593097003.0
USA,North America,United States,2022-06-03,83595845.0,140951.0,97896.857,999610.0,575.0,593501487.0
USA,North America,United States,2022-06-04,83707404.0,111559.0,97666.143,999964.0,354.0,593694711.0
USA,North America,United States,2022-06-05,83847498.0,140094.0,96518.143,1000425.0,461.0,593802377.0
USA,North America,United States,2022-06-06,83894969.0,47471.0,98149.571,1000512.0,87.0,594123837.0
USA,North America,United States,2022-06-07,83938284.0,43315.0,99271.0,1000639.0,127.0,594444357.0
USA,North America,United States,2022-06-08,84037948.0,99664.0,105576.571,1000936.0,297.0,594768764.0
USA,North America,United States,2022-06-09,84190255.0,152307.0,105051.571,1001412.0,476.0,595083714.0
USA,North America,United States,2022-06-10,84334814.0,144559.0,105567.0,1002054.0,642.0,595432986.0
USA,North America,United States,2022-06-11,84440779.0,105965.0,104767.857,1002318.0,264.0,595596417.0
USA,North America,United States,2022-06-12,84588542.0,147763.0,105863.429,1002709.0,391.0,595683746.0
USA,North America,United States,2022-06-13,84626249.0,37707.0,104468.571,1002853.0,144.0,595954635.0
USA,North America,United States,2022-06-14,84664970.0,38721.0,103812.286,1002944.0,91.0,596234982.0
USA,North America,United States,2022-06-15,84756328.0,91358.0,102625.714,1003230.0,286.0,596520354.0
USA,North America,United States,2022-06-16,84894338.0,138010.0,100583.286,1003649.0,419.0,596803328.0
USA,North America,United States,2022-06-17,85037513.0,143175.0,100385.571,1004218.0,569.0,597104029.0
USA,North America,United States,2022-06-18,85135087.0,97574.0,99186.857,1004519.0,301.0,597236154.0
USA,North America,United States,2022-06-19,85260798.0,125711.0,96036.571,1004911.0,392.0,597299045.0
USA,North America,United States,2022-06-20,85296651.0,35853.0,95771.714,1005007.0,96.0,597535528.0
USA,North America,United States,2022-06-21,85332168.0,35517.0,95314.0,1005122.0,115.0,597806582.0
USA,North America,United States,2022-06-22,85384412.0,52244.0,89726.286,1005262.0,140.0,598094040.0
USA,North America,United States,2022-06-23,85570904.0,186492.0,96652.286,1005775.0,513.0,598381724.0
USA,North America,United States,2022-06-24,85705102.0,134198.0,95369.857,1006400.0,625.0,598693148.0
USA,North America,United States,2022-06-25,85806971.0,101869.0,95983.429,1006892.0,492.0,598857164.0
USA,North America,United States,2022-06-26,85970435.0,163464.0,101376.714,1007412.0,520.0,598936838.0
USA,North America,United States,2022-06-27,86014447.0,44012.0,102542.286,1007519.0,107.0,599191806.0
USA,North America,United States,2022-06-28,86058625.0,44178.0,103779.571,1007595.0,76.0,599460440.0
USA,North America,United States,2022-06-29,86155155.0,96530.0,110106.143,1007851.0,256.0,599734936.0
USA,North America,United States,2022-06-30,86309948.0,154793.0,105577.714,1008476.0,625.0,600018066.0
USA,North America,United States,2022-07-01,86458907.0,148959.0,107686.429,1009031.0,555.0,600299254.0
USA,North America,United States,2022-07-02,86571763.0,112856.0,109256.0,1009507.0,476.0,600414377.0
USA,North America,United States,2022-07-03,86744207.0,172444.0,110538.857,1010054.0,547.0,600473708.0
USA,North America,United States,2022-07-04,86792385.0,48178.0,111134.0,1010192.0,138.0,600487039.0
USA,North America,United States,2022-07-05,86838581.0,46196.0,111422.286,1010279.0,87.0,600740379.0
USA,North America,United States,2022-07-06,86884328.0,45747.0,104167.571,1010398.0,119.0,601007854.0
USA,North America,United States,2022-07-07,87054017.0,169689.0,106295.571,1010867.0,469.0,601282576.0
USA,North America,United States,2022-07-08,87199768.0,145751.0,105837.286,1011468.0,601.0,601591304.0
USA,North America,United States,2022-07-09,87320363.0,120595.0,106942.857,1011959.0,491.0,601739386.0
USA,North America,United States,2022-07-10,87487976.0,167613.0,106252.714,1012508.0,549.0,601818136.0
USA,North America,United States,2022-07-11,87543553.0,55577.0,107309.714,1012614.0,106.0,602089093.0
USA,North America,United States,2022-07-12,87600689.0,57136.0,108872.571,1012725.0,111.0,602391949.0
USA,North America,United States,2022-07-13,87714345.0,113656.0,118573.857,1013004.0,279.0,602739691.0
USA,North America,United States,2022-07-14,87898480.0,184135.0,120637.571,1013655.0,651.0,603108015.0
USA,North America,United States,2022-07-15,88054481.0,156001.0,122101.857,1014366.0,711.0,603525132.0
USA,North America,United States,2022-07-16,88193464.0,138983.0,124728.714,1014821.0,455.0,603739327.0
USA,North America,United States,2022-07-17,88376205.0,182741.0,126889.857,1015293.0,472.0,603855709.0
USA,North America,United States,2022-07-18,88433782.0,57577.0,127175.571,1015447.0,154.0,604217172.0
USA,North America,United States,2022-07-19,88489852.0,56070.0,127023.286,1015620.0,173.0,604578724.0
USA,North America,United States,2022-07-20,88591539.0,101687.0,125313.429,1015971.0,351.0,604924864.0
USA,North America,United States,2022-07-21,88770914.0,179375.0,124633.429,1016676.0,705.0,605290549.0
USA,North America,United States,2022-07-22,88929798.0,158884.0,125045.286,1017351.0,675.0,605705504.0
USA,North America,United States,2022-07-23,89078243.0,148445.0,126397.0,1017845.0,494.0,605907901.0
USA,North America,United States,2022-07-24,89284900.0,206657.0,129813.571,1018480.0,635.0,606007661.0
USA,North America,United States,2022-07-25,89338159.0,53259.0,129196.714,1018639.0,159.0,606318731.0
USA,North America,United States,2022-07-26,89392758.0,54599.0,128986.571,1018812.0,173.0,606640243.0
USA,North America,United States,2022-07-27,89499161.0,106403.0,129660.286,1019115.0,303.0,606949713.0
USA,North America,United States,2022-07-28,89667841.0,168680.0,128132.429,1019746.0,631.0,607257276.0
USA,North America,United States,2022-07-29,89828672.0,160831.0,128410.571,1020442.0,696.0,607580534.0
USA,North America,United States,2022-07-30,89973506.0,144834.0,127894.714,1020962.0,520.0,607720693.0
USA,North America,United States,2022-07-31,90232883.0,259377.0,135426.143,1021593.0,631.0,607789770.0
USA,North America,United States,2022-08-01,90270796.0,37913.0,133233.857,1021730.0,137.0,608032861.0
USA,North America,United States,2022-08-02,90308740.0,37944.0,130854.571,1021848.0,118.0,608291190.0
USA,North America,United States,2022-08-03,90427778.0,119038.0,132659.571,1022248.0,400.0,608544575.0
USA,North America,United States,2022-08-04,90589127.0,161349.0,131612.286,1022968.0,720.0,608793961.0
USA,North America,United States,2022-08-05,90738962.0,149835.0,130041.429,1023683.0,715.0,609061344.0
USA,North America,United States,2022-08-06,90870365.0,131403.0,128122.714,1024243.0,560.0,609185686.0
USA,North America,United States,2022-08-07,91020934.0,150569.0,112578.714,1024854.0,611.0,609249513.0
USA,North America,United States,2022-08-08,91054175.0,33241.0,111911.286,1025016.0,162.0,609469864.0
USA,North America,United States,2022-08-09,91086982.0,32807.0,111177.429,1025137.0,121.0,609698350.0
USA,North America,United States,2022-08-10,91185609.0,98627.0,108261.571,1025474.0,337.0,609913040.0
USA,North America,United States,2022-08-11,91322877.0,137268.0,104821.429,1026274.0,800.0,610130934.0
USA,North America,United States,2022-08-12,91461235.0,138358.0,103181.857,1027048.0,774.0,610370587.0
USA,North America,United States,2022-08-13,91586357.0,125122.0,102284.571,1027635.0,587.0,610477631.0
USA,North America,United States,2022-08-14,91722552.0,136195.0,100231.143,1028296.0,661.0,610530364.0
USA,North America,United States,2022-08-15,91753141.0,30589.0,99852.286,1028428.0,132.0,610727689.0
USA,North America,United States,2022-08-16,91774239.0,21098.0,98179.571,1028545.0,117.0,610932209.0
USA,North America,United States,2022-08-17,91873580.0,99341.0,98281.571,1028888.0,343.0,611134045.0
USA,North America,United States,2022-08-18,92000206.0,126626.0,96761.286,1029618.0,730.0,611328608.0
USA,North America,United States,2022-08-19,92120222.0,120016.0,94141.0,1030377.0,759.0,611541558.0
USA,North America,United States,2022-08-20,92234527.0,114305.0,92595.714,1030913.0,536.0,611629214.0
USA,North America,United States,2022-08-21,92367477.0,132950.0,92132.143,1031527.0,614.0,611672760.0
USA,North America,United States,2022-08-22,92396101.0,28624.0,91851.429,1031668.0,141.0,611839367.0
USA,North America,United States,2022-08-23,92423998.0,27897.0,92822.714,1031797.0,129.0,612015555.0
USA,North America,United States,2022-08-24,92505698.0,81700.0,90302.571,1032105.0,308.0,612189907.0
USA,North America,United States,2022-08-25,92621684.0,115986.0,88782.571,1032780.0,675.0,612360818.0
USA,North America,United States,2022-08-26,92752272.0,130588.0,90292.857,1033546.0,766.0,612540908.0
USA,North America,United States,2022-08-27,92862365.0,110093.0,89691.143,1034084.0,538.0,612619038.0
USA,North America,United States,2022-08-28,92977806.0,115441.0,87189.857,1034748.0,664.0,612657315.0
USA,North America,United States,2022-08-29,93006982.0,29176.0,87268.714,1034910.0,162.0,612798422.0
USA,North America,United States,2022-08-30,93034055.0,27073.0,87151.0,1035039.0,129.0,612946585.0
USA,North America,United States,2022-08-31,93112303.0,78248.0,86657.857,1035309.0,270.0,613080832.0
USA,North America,United States,2022-09-01,93228515.0,116212.0,86690.143,1035942.0,633.0,613178726.0
USA,North America,United States,2022-09-02,93349447.0,120932.0,85310.714,1036806.0,864.0,613268897.0
USA,North America,United States,2022-09-03,93453039.0,103592.0,84382.0,1037306.0,500.0,613325079.0
USA,North America,United States,2022-09-04,93558169.0,105130.0,82909.0,1037838.0,532.0,613367925.0
USA,North America,United States,2022-09-05,93583081.0,24912.0,82299.857,1037952.0,114.0,613381134.0
USA,North America,United States,2022-09-06,93607336.0,24255.0,81897.286,1038064.0,112.0,613558739.0
USA,North America,United States,2022-09-07,93629782.0,22446.0,73925.571,1038178.0,114.0,613959572.0
USA,North America,United States,2022-09-08,93748776.0,118994.0,74323.0,1038707.0,529.0,614391415.0
USA,North America,United States,2022-09-09,93840466.0,91690.0,70145.571,1039395.0,688.0,614957091.0
USA,North America,United States,2022-09-10,93925737.0,85271.0,67528.286,1039868.0,473.0,615276051.0
USA,North America,United States,2022-09-11,94007678.0,81941.0,64215.571,1040463.0,595.0,615478836.0
USA,North America,United States,2022-09-12,94029809.0,22131.0,63818.286,1040598.0,135.0,616031024.0
USA,North America,United States,2022-09-13,94050025.0,20216.0,63241.286,1040684.0,86.0,616566005.0
USA,North America,United States,2022-09-14,94107940.0,57915.0,68308.286,1040948.0,264.0,617142062.0
USA,North America,United States,2022-09-15,94165923.0,57983.0,59592.429,1041510.0,562.0,617725634.0
USA,North America,United States,2022-09-16,94255442.0,89519.0,59282.286,1042309.0,799.0,618430583.0
USA,North America,United States,2022-09-17,94353005.0,97563.0,61038.286,1042993.0,684.0,618770375.0
USA,North America,United States,2022-09-18,94414579.0,61574.0,58128.714,1043362.0,369.0,618965145.0
USA,North America,United States,2022-09-19,94432151.0,17572.0,57477.429,1043460.0,98.0,619582794.0
USA,North America,United States,2022-09-20,94452339.0,20188.0,57473.429,1043539.0,79.0,620213065.0
USA,North America,United States,2022-09-21,94497133.0,44794.0,55599.0,1043766.0,227.0,620901248.0
USA,North America,United States,2022-09-22,94546727.0,49594.0,54400.571,1044270.0,504.0,621583969.0
USA,North America,United States,2022-09-23,94630706.0,83979.0,53609.143,1044968.0,698.0,622399399.0
USA,North America,United States,2022-09-24,94729904.0,99198.0,53842.714,1045722.0,754.0,622780869.0
USA,North America,United States,2022-09-25,94783304.0,53400.0,52675.0,1046067.0,345.0,622997963.0
USA,North America,United States,2022-09-26,94799175.0,15871.0,52432.0,1046169.0,102.0,623714170.0
USA,North America,United States,2022-09-27,94814470.0,15295.0,51733.0,1046254.0,85.0,624423871.0
USA,North America,United States,2022-09-28,94852112.0,37642.0,50711.286,1046486.0,232.0,625157393.0
USA,North America,United States,2022-09-29,94892499.0,40387.0,49396.0,1046948.0,462.0,625875826.0
USA,North America,United States,2022-09-30,94970674.0,78175.0,48566.857,1048104.0,1156.0,626702800.0
USA,North America,United States,2022-10-01,95057826.0,87152.0,46846.0,1048700.0,596.0,627080453.0
USA,North America,United States,2022-10-02,95104538.0,46712.0,45890.571,1049049.0,349.0,627289362.0
USA,North America,United States,2022-10-03,95116740.0,12202.0,45366.429,1049173.0,124.0,628009134.0
USA,North America,United States,2022-10-04,95130596.0,13856.0,45160.857,1049230.0,57.0,628735720.0
USA,North America,United States,2022-10-05,95162964.0,32368.0,44407.429,1049413.0,183.0,629532083.0
USA,North America,United States,2022-10-06,95200619.0,37655.0,44017.143,1049857.0,444.0,630308911.0
USA,North America,United States,2022-10-07,95264812.0,64193.0,42019.714,1050624.0,767.0,631185008.0
USA,North America,United States,2022-10-08,95343411.0,78599.0,40797.857,1051275.0,651.0,631594185.0
USA,North America,United States,2022-10-09,95385122.0,41711.0,40083.429,1051609.0,334.0,631816208.0
USA,North America,United States,2022-10-10,95396455.0,11333.0,39959.286,1051681.0,72.0,632556267.0
USA,North America,United States,2022-10-11,95409675.0,13220.0,39868.429,1051759.0,78.0,633319814.0
USA,North America,United States,2022-10-12,95434094.0,24419.0,38732.857,1051928.0,169.0,634143580.0
USA,North America,United States,2022-10-13,95472250.0,38156.0,38804.429,1052326.0,398.0,634928521.0
USA,North America,United States,2022-10-14,95529714.0,57464.0,37843.143,1052978.0,652.0,635820266.0
USA,North America,United States,2022-10-15,95602703.0,72989.0,37041.714,1053622.0,644.0,636207827.0
USA,North America,United States,2022-10-16,95636402.0,33699.0,35897.143,1053883.0,261.0,636421068.0
USA,North America,United States,2022-10-17,95642452.0,6050.0,35142.429,1053909.0,26.0,637184697.0
USA,North America,United States,2022-10-18,95653603.0,11151.0,34846.857,1053917.0,8.0,637947190.0
USA,North America,United States,2022-10-19,95687463.0,33860.0,36195.571,1054151.0,234.0,638745660.0
USA,North America,United States,2022-10-20,95726462.0,38999.0,36316.0,1054617.0,466.0,639515758.0
USA,North America,United States,2022-10-21,95726462.0,0.0,28106.857,1054617.0,0.0,640372876.0
USA,North America,United States,2022-10-22,95920136.0,193674.0,45347.571,1056838.0,2221.0,640758212.0
USA,North America,United States,2022-10-23,95920136.0,0.0,40533.429,1056838.0,0.0,640967843.0
USA,North America,United States,2022-10-24,95920136.0,0.0,39669.143,1056838.0,0.0,641714822.0
USA,North America,United States,2022-10-25,95920136.0,0.0,38076.143,1056838.0,0.0,642482915.0
USA,North America,United States,2022-10-26,95920136.0,0.0,33239.0,1056838.0,0.0,643327419.0
USA,North America,United States,2022-10-27,95920136.0,0.0,27667.714,1056838.0,0.0,644116214.0
USA,North America,United States,2022-10-28,96175292.0,255156.0,64118.571,1059919.0,3081.0,644976792.0
USA,North America,United States,2022-10-29,96175292.0,0.0,36450.857,1059919.0,0.0,645349221.0
USA,North America,United States,2022-10-30,96175292.0,0.0,36450.857,1059919.0,0.0,645543427.0
USA,North America,United States,2022-10-31,96175292.0,0.0,36450.857,1059919.0,0.0,646152064.0
USA,North America,United States,2022-11-01,96175292.0,0.0,36450.857,1059919.0,0.0,646791683.0
USA,North America,United States,2022-11-02,96175292.0,0.0,36450.857,1059919.0,0.0,647448237.0
USA,North America,United States,2022-11-03,96175292.0,0.0,36450.857,1059919.0,0.0,648090253.0
USA,North America,United States,2022-11-04,96442596.0,267304.0,38186.286,1062382.0,2463.0,648847041.0
USA,North America,United States,2022-11-05,96442596.0,0.0,38186.286,1062382.0,0.0,649190892.0
USA,North America,United States,2022-11-06,96442596.0,0.0,38186.286,1062382.0,0.0,649371266.0
USA,North America,United States,2022-11-07,96442596.0,0.0,38186.286,1062382.0,0.0,649955899.0
USA,North America,United States,2022-11-08,96442596.0,0.0,38186.286,1062382.0,0.0,650520669.0
USA,North America,United States,2022-11-09,96442596.0,0.0,38186.286,1062382.0,0.0,651076160.0
USA,North America,United States,2022-11-10,96442596.0,0.0,38186.286,1062382.0,0.0,651633883.0
USA,North America,United States,2022-11-11,96725493.0,282897.0,40413.857,1064672.0,2290.0,652234693.0
USA,North America,United States,2022-11-12,96725493.0,0.0,40413.857,1064672.0,0.0,652517468.0
USA,North America,United States,2022-11-13,96725493.0,0.0,40413.857,1064672.0,0.0,652676455.0
USA,North America,United States,2022-11-14,96725493.0,0.0,40413.857,1064672.0,0.0,653192944.0
USA,North America,United States,2022-11-15,96725493.0,0.0,40413.857,1064672.0,0.0,653715794.0
USA,North America,United States,2022-11-16,96725493.0,0.0,40413.857,1064672.0,0.0,654242953.0
USA,North America,United States,2022-11-17,96725493.0,0.0,40413.857,1064672.0,0.0,654754140.0
USA,North America,United States,2022-11-18,97000477.0,274984.0,39283.429,1066874.0,2202.0,655321256.0
USA,North America,United States,2022-11-19,97000477.0,0.0,39283.429,1066874.0,0.0,655587851.0
USA,North America,United States,2022-11-20,97000477.0,0.0,39283.429,1066874.0,0.0,655732591.0
USA,North America,United States,2022-11-21,97000477.0,0.0,39283.429,1066874.0,0.0,656187380.0
USA,North America,United States,2022-11-22,97000477.0,0.0,39283.429,1066874.0,0.0,656610233.0
USA,North America,United States,2022-11-23,97000477.0,0.0,39283.429,1066874.0,0.0,656968538.0
USA,North America,United States,2022-11-24,97000477.0,0.0,39283.429,1066874.0,0.0,656974365.0
USA,North America,United States,2022-11-25,97300648.0,300171.0,42881.571,1069493.0,2619.0,657221287.0
USA,North America,United States,2022-11-26,97300648.0,0.0,42881.571,1069493.0,0.0,657412545.0
USA,North America,United States,2022-11-27,97300648.0,0.0,42881.571,1069493.0,0.0,657531158.0
USA,North America,United States,2022-11-28,97300648.0,0.0,42881.571,1069493.0,0.0,657865994.0
USA,North America,United States,2022-11-29,97300648.0,0.0,42881.571,1069493.0,0.0,658213903.0
USA,North America,United States,2022-11-30,97300648.0,0.0,42881.571,1069493.0,0.0,658646700.0
USA,North America,United States,2022-12-01,97300648.0,0.0,42881.571,1069493.0,0.0,659033477.0
USA,North America,United States,2022-12-02,97603247.0,302599.0,43228.429,1071256.0,1763.0,659471538.0
USA,North America,United States,2022-12-03,97603247.0,0.0,43228.429,1071256.0,0.0,659675370.0
USA,North America,United States,2022-12-04,97603247.0,0.0,43228.429,1071256.0,0.0,659789952.0
USA,North America,United States,2022-12-05,97603247.0,0.0,43228.429,1071256.0,0.0,660140185.0
USA,North America,United States,2022-12-06,97603247.0,0.0,43228.429,1071256.0,0.0,660505172.0
USA,North America,United States,2022-12-07,97603247.0,0.0,43228.429,1071256.0,0.0,660880563.0
USA,North America,United States,2022-12-08,97603247.0,0.0,43228.429,1071256.0,0.0,661259173.0
USA,North America,United States,2022-12-09,98065470.0,462223.0,66031.857,1074291.0,3035.0,661684940.0
USA,North America,United States,2022-12-10,98065470.0,0.0,66031.857,1074291.0,0.0,661900359.0
USA,North America,United States,2022-12-11,98065470.0,0.0,66031.857,1074291.0,0.0,662024254.0
USA,North America,United States,2022-12-12,98065470.0,0.0,66031.857,1074291.0,0.0,662390272.0
USA,North America,United States,2022-12-13,98065470.0,0.0,66031.857,1074291.0,0.0,662757768.0
USA,North America,United States,2022-12-14,98065470.0,0.0,66031.857,1074291.0,0.0,663106902.0
USA,North America,United States,2022-12-15,98065470.0,0.0,66031.857,1074291.0,0.0,663430260.0
USA,North America,United States,2022-12-16,98511484.0,446014.0,63716.286,1076943.0,2652.0,663810178.0
USA,North America,United States,2022-12-17,98511484.0,0.0,63716.286,1076943.0,0.0,664007056.0
USA,North America,United States,2022-12-18,98511484.0,0.0,63716.286,1076943.0,0.0,664120841.0
USA,North America,United States,2022-12-19,98511484.0,0.0,63716.286,1076943.0,0.0,664457783.0
USA,North America,United States,2022-12-20,98511484.0,0.0,63716.286,1076943.0,0.0,664774470.0
USA,North America,United States,2022-12-21,98511484.0,0.0,63716.286,1076943.0,0.0,665062743.0
USA,North America,United States,2022-12-22,98511484.0,0.0,63716.286,1076943.0,0.0,665291314.0
USA,North America,United States,2022-12-23,99019493.0,508009.0,72572.714,1079976.0,3033.0,665444553.0
USA,North America,United States,2022-12-24,99019493.0,0.0,72572.714,1079976.0,0.0,665483408.0
USA,North America,United States,2022-12-25,99019493.0,0.0,72572.714,1079976.0,0.0,665485868.0
USA,North America,United States,2022-12-26,99019493.0,0.0,72572.714,1079976.0,0.0,665595862.0
USA,North America,United States,2022-12-27,99019493.0,0.0,72572.714,1079976.0,0.0,665861910.0
USA,North America,United States,2022-12-28,99019493.0,0.0,72572.714,1079976.0,0.0,666122980.0
USA,North America,United States,2022-12-29,99019493.0,0.0,72572.714,1079976.0,0.0,666386511.0
USA,North America,United States,2022-12-30,99411696.0,392203.0,56029.0,1082456.0,2480.0,666628409.0
USA,North America,United States,2022-12-31,99411696.0,0.0,56029.0,1082456.0,0.0,666691562.0
USA,North America,United States,2023-01-01,99411696.0,0.0,56029.0,1082456.0,0.0,666701177.0
USA,North America,United States,2023-01-02,99411696.0,0.0,56029.0,1082456.0,0.0,666824241.0
USA,North America,United States,2023-01-03,99411696.0,0.0,56029.0,1082456.0,0.0,667051033.0
USA,North America,United States,2023-01-04,99411696.0,0.0,56029.0,1082456.0,0.0,667265560.0
USA,North America,United States,2023-01-05,99411696.0,0.0,56029.0,1082456.0,0.0,667491318.0
USA,North America,United States,2023-01-06,99883410.0,471714.0,67387.714,1085220.0,2764.0,667763022.0
USA,North America,United States,2023-01-07,99883410.0,0.0,67387.714,1085220.0,0.0,667895862.0
USA,North America,United States,2023-01-08,99883410.0,0.0,67387.714,1085220.0,0.0,667963854.0
USA,North America,United States,2023-01-09,99883410.0,0.0,67387.714,1085220.0,0.0,668168362.0
USA,North America,United States,2023-01-10,99883410.0,0.0,67387.714,1085220.0,0.0,668370651.0
USA,North America,United States,2023-01-11,99883410.0,0.0,67387.714,1085220.0,0.0,668570459.0
USA,North America,United States,2023-01-12,99883410.0,0.0,67387.714,1085220.0,0.0,668767148.0
USA,North America,United States,2023-01-13,100331502.0,448092.0,64013.143,1089627.0,4407.0,668987874.0
USA,North America,United States,2023-01-14,100331502.0,0.0,64013.143,1089627.0,0.0,669091153.0
USA,North America,United States,2023-01-15,100331502.0,0.0,64013.143,1089627.0,0.0,669138441.0
USA,North America,United States,2023-01-16,100331502.0,0.0,64013.143,1089627.0,0.0,669251114.0
USA,North America,United States,2023-01-17,100331502.0,0.0,64013.143,1089627.0,0.0,669401561.0
USA,North America,United States,2023-01-18,100331502.0,0.0,64013.143,1089627.0,0.0,669548254.0
USA,North America,United States,2023-01-19,100331502.0,0.0,64013.143,1089627.0,0.0,669688857.0
USA,North America,United States,2023-01-20,100639527.0,308025.0,44003.571,1093291.0,3664.0,669845340.0
USA,North America,United States,2023-01-21,100639527.0,0.0,44003.571,1093291.0,0.0,669910018.0
USA,North America,United States,2023-01-22,100639527.0,0.0,44003.571,1093291.0,0.0,669940703.0
USA,North America,United States,2023-01-23,100639527.0,0.0,44003.571,1093291.0,0.0,670059721.0
USA,North America,United States,2023-01-24,100639527.0,0.0,44003.571,1093291.0,0.0,670182187.0
USA,North America,United States,2023-01-25,100639527.0,0.0,44003.571,1093291.0,0.0,670296590.0
